55.662033,12.561772,丹麦巡航点
55.662525,12.561832,丹麦-上
55.661846,12.561409,丹麦-下
-33.868820,151.209296,SYDNEY AUS
34.00903388245659,-118.49727988243102,SANTA MONICA
37.808673,-122.409821,PIER 39 SAN FRANCISCO
40.7589,-73.9851,TIMES SQUARE
40.770418086484604,-73.97463798522949,CENTRAL PARK
51.510077954475555,-0.12385368347167969,LONDON
51.501064,-0.124655,BIG BEN
35.63120960376319,139.88093376159668,TOKYO DISNEYLAND
21.265827, -157.821398,WAIKIKI AQUARIUM
21.298364, -157.860113,RIGO'S LOOP
32.775899, -96.796785,JIMMY'S LOOP
42.280826,-83.743038,TOM'S LOOP
45.030100,-93.319280,6 STOP
37.789464,-122.401621,NIANTIC HQ
35.154776869,136.922130814,PARAPLAN'S LOOP
35.6963, 139.8144,9 STOP
55.662518, 12.562171,COPENHAGEN (OUR NEW FAVE)
51.491738,6.880321,OBERHAUSEN
37.7884,-122.4076,UNION SQUARE
48.890717, 2.237837,PARIS MALL
