35.472653,139.569494,(**1**)
35.469754,139.616583,(**2**)
35.548867,139.631641,(**3**)
35.549631,139.729578,(**A1**)
35.554263,139.725771,(**A2**)
35.562128,139.731223,(**A3**)
35.576380,139.706652,(**B1**)
35.584601,139.733667,(**B2**)
35.655194,139.736559,(**B3**)
35.659723,139.727733,(**C1**)
35.675234,139.755520,(**C2**)
35.701534,139.713107,(**C3**)
35.708250,139.718993,(**D1**)
35.715807,139.782705,(**D2**)
35.765075,139.776036,(**D3**)
35.746936,139.852601,(**E1**)
35.756219,139.878878,(**E2**)
35.743915,139.880330,(**E3**)
