25.012095,121.527628,#1心心相印
25.012641,121.526848,#2教堂牌樓
25.013888,121.526130,#3金屬樂隊
25.016938,121.524319,#唐吉訶德大戰河濱風車  
25.020069,121.522462,#客家文化主題公園跨堤平台
25.023164,121.518707,#牯嶺公園招牌
25.020018,121.515726,#河邊石陣
25.018424,121.509934,#陳根塗記念雕像
25.023824,121.504735,#2012年Happy龍主燈/灣月橋/健康步道
25.018911,121.504148,#馬場町紀念丘碑文
25.015424,121.505539,#綠寶石寵物公園
25.011424,121.506703,#Boulder in the park  
25.011329,121.501567,#獅子造型椅
25.013534,121.494898,#橋下涼亭
25.013797,121.492651,#十二生肖石陣
25.019491,121.490639,#野雁保護區
25.020931,121.495254,#東園公園
25.024215,121.490214,#河濱散步道石柱
25.022812,121.487519,#光復橋
25.027328,121.483979,#遙控汽車賽車場
25.029219,121.483348,#Wall Painting
25.031867,121.486928,#烏鴉紀念碑
25.036303,121.488092,#烏頭指標
25.035890,121.490528,#華江雁鴨自然公園(橋下)
25.040239,121.501847,#大象溜滑梯  
25.040057,121.507261,#西本願寺鐘
25.046979,121.506077,#兔寶寶神像
25.047854,121.511308,#台北府城承恩門
25.052476,121.525976,#岳武穆王銅像   
25.056653,121.518751,#貓與壁畫      
25.0597382,121.5171121,#台灣民眾黨黨員紀念碑
25.0568193,121.5079961,#大稻埕碼頭水門
25.064050,121.515221,#蘭州公園
25.066434,121.504093,#圓形廣場/先天宮
25.0687338,121.5091185,#健康快樂河岸行
25.075380,121.500513,#北山宮
25.076348,121.508533,#迷彩疏散門
25.078869,121.507646,#延平河濱公園
25.082294,121.507861,#Haiguang Park
25.084269,121.505747,#戲水樂壁磚
25.083526,121.521422,#華齡公園
25.084344,121.527248,#圓山水神社
25.081257,121.547893,#直安公園
25.080395,121.552321Joyfull,#台北大直店
25.075509,121.556493,#螃蟹腳火箭
25.074022,121.561095,#Wharf
25.079302,121.568773,#Zhouzi Park Fountains
25.082365,121.585464,#碧湖公園孩童遊戲區—引體/三花点
25.078163,121.583871,#生命的涌泉雕像
25.061755,121.586489,#兒童遊樂場
25.056175,121.599165,#重陽公園
25.050597,121.579771,#臺北市 錫口廊道
25.047300,121.584015,#家徒四壁
25.045918,121.592874,#成福公園乳牛
25.043004,121.584486,#玉成公園平面圖
25.035132,121.579670,#...藍色溜滑梯
25.0324907,121.5714523,#壁上台北
25.033846,121.565622,#風力鐘
25.031805,121.561467,#信義公民會館
25.038247,121.558822,#翠湖
25.038864,121.5716855,#維也納藝術廣場噴泉
25.043152,121.568253,#厚生廣場
25.043650,121.560560,#松山文創園區 巴洛克花園
25.053009,121.564432,#西松石青蛙
25.058630,121.568732,#木欄中的變電箱
25.060495,121.560589,#木馬裝置藝術
25.060873,121.547174,#民有一號公園
25.0658508,121.5456036,#陽光的健身器材
25.064287,121.540738,#Sakura 
25.072454,121.536273,#大佳變電箱
25.0689005,121.5329058,#夏米變電箱          
25.033086,121.535230,#艺术小青蛙







