1.5181,103.7328,#abandon#1
1.5123,103.7328,#temple#2
1.5152,103.7388,#galeri#3
1.5142,103.7397,#four#4
1.5175,103.7453,#surau#5
1.5097,103.7448,#melaka#6
1.5108,103.7415,#pos#7
1.5097,103.7374,#艺术雕#8
1.5050,103.7353,#JAV#9
1.5037,103.7416,#masjid#10
1.4991,103.7379,#masjid#11
1.4951,103.7380,#sultan#12
1.4954,103.7417,#masjid#13
1.4967,103.7452,#fountain#14
1.4976,103.7502,#johor#15
1.4973,103.7523,#J.tiger#16
1.4925,103.7512,#s.peter#17
1.4923,103.7546,#莲花#18
1.4853,103.7539,#harley$19
1.4882,103.7576,#fountain#20
1.4911,103.7621,#melody#21
1.4924,103.7599,#慈德#22
1.4964,103.7608,#memori#23
1.4979,103.7639,#lu mau#24
1.4948,103.7693,#sarau#25
1.4933,103.7695,#nanyang#26
1.4876,103.7654,#兵马勇#27
1.4821,103.7723,#continen#28
1.4815,103.7722,#masjid#29
1.4829,103.7754,#jb han#30
1.4785,103.7754,#招财#31
1.4764,103.7705,#jbluthe#32
1.4722,103.7723,#offerin#33
1.4742,103.7768,#surau#34
1.4690,103.7785,#宽中#35
