19.991659,110.337702,#1 狮子
20.012146,110.333265,#2 海底世界雕柱
20.013502,110.321739,#3 油田鼎
20.009442,110.310403,#4 Cow Statue
20.014799,110.311108,#5 儿童乐园
20.016464,110.316559,#6 小鱼孩露袅
20.025785,110.305580,#7 半山花园
20.026381,110.309094,#8 Tiger
20.030803,110.309445,#9 花儿朵朵开
20.037000,110.312621,#10 月半弯
20.039413,110.313034,#11 大土陶罐
20.033252,110.304735,#12 海口地税（民声东路头）
20.022917,110.302027,#13 秀英炮台
20.024563,110.296285,#14 海南民风
20.021253,110.294479,#15 狮子
20.027540,110.286327,#16 御海湾的四个和尚
20.017640,110.284266,#17 lionb
20.017361,110.263003,#18 誉海湾会所
20.028309,110.229309,#19 B2左右夹击
