-7.966784166152043,112.6532828807831,#1
-7.963548753293611,112.65571832656862,#2
-7.962820914695219,112.65165746212007,#3
-7.959500466726587,112.65458643436433,#4
-7.956387190271305,112.66003131866456,#5
-7.9550058654998,112.65016615390779,#6
-7.954862419968331,112.64540791511536,#7
-7.958730118952317,112.64679729938509,#8
-7.962071823984338,112.64227509498596,#9
-7.91459474710105,112.64635741710664,#10
-7.91233658040883,112.64141142368317,#11
-7.900891470139851,112.60395169258119,#12
-7.897214514986209,112.60013222694398,#13
-7.892814878235382,112.59885013103485,#14
-7.894887176744318,112.59302973747255,#15
-7.890110247371897,112.59081423282623,#16
-7.891932819819798,112.58660852909088,#17
-7.8987341853918345,112.58193075656892,#18
-7.883229034079974,112.58575558662415,#19
-7.8784785389803895,112.58120119571687,#20
-7.876485865411907,112.57738173007967,#21
